,ligand_name,pdb_name,smiles,rot_bonds,n_atoms,arom_rings,amide_bonds
12100,3l7c_ligand,3l7c,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H](F)[C@H]2O)cc1F,2,32,1,0
12137,4l34_ligand,4l34,O=c1cc(-c2ccc(-c3nnn[nH]3)cc2)oc2ccccc12,2,32,4,0
12958,5lvn_ligand,5lvn,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,32,2,0
13408,5aqf_ligand,5aqf,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,32,2,0
13450,4bnu_ligand,4bnu,c1ccc(-c2nc(-n3cnnc3)c3ccccc3n2)cc1,2,32,4,0
13455,5djr_ligand,5djr,O=C([O-])c1cc2c(-c3cccc4[nH]ccc34)cccc2[nH]1,2,32,4,0
13545,2zas_ligand,2zas,CC(C)(c1ccccc1)c1ccc(O)cc1,2,32,2,0
13851,3zm4_ligand,3zm4,O=C1N=CCc2cc(O[C@H]3CC[NH2+]C3)c(Cl)cc21,2,32,1,1
1026,3osi_ligand,3osi,CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,2,33,2,0
1036,4l31_ligand,4l31,COC(=O)c1ccc(-c2cc(=O)c3ccccc3o2)cc1,2,33,3,0
2140,4ln7_ligand,4ln7,Oc1cc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)nc1O,2,33,3,0
2532,2yjw_ligand,2yjw,Cc1onc(-c2ccc(O)cc2O)c1-c1ccccc1,2,33,3,0
2569,6c67_ligand,6c67,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,33,2,0
3122,1cin_ligand,1cin,C[NH2+][C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,2,33,1,0
3318,3osw_ligand,3osw,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,2,33,2,0
3638,2wmw_ligand,2wmw,[NH3+]C[C@H]1CN(c2c(Br)cnc3[nH]ncc23)CCO1,2,33,2,0
3864,3t3d_ligand,3t3d,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(=O)[nH]1,2,33,1,0
4004,2gz8_ligand,2gz8,O=C(Sc1nnc(C(F)(F)F)[nH]1)c1ccc(C#Cc2ccccc2)o1,2,33,3,0
4584,3bcs_ligand,3bcs,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(=O)[nH]1,2,33,1,0
5027,4f8h_ligand,4f8h,C[NH2+][C@@]1(c2ccccc2Cl)CCCCC1=O,2,33,1,0
5153,5aom_ligand,5aom,O=C(Nc1cc(Cl)ccc1O)C1CC[NH2+]CC1,2,33,1,1
6007,5ow8_ligand,5ow8,NC(=O)c1cc2ccccc2n1-c1cccc(C(F)(F)F)c1,2,33,3,1
6110,5i0b_ligand,5i0b,CC(C)c1nn(C)cc1-c1nc2ncc(Br)cc2[nH]1,2,33,3,0
6672,6c98_ligand,6c98,CC(=O)C1C(C)=Nc2ncnn2[C@@H]1c1cccc(F)c1,2,33,2,0
7898,5ax3_ligand,5ax3,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,33,2,0
8223,3t3g_ligand,3t3g,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Br,2,33,1,0
8383,5tg4_ligand,5tg4,CC(C)(C)OC(=O)Nc1cccc(B(O)O)c1,2,33,1,1
8983,1py5_ligand,1py5,c1ccc(-c2n[nH]cc2-c2ccnc3ccccc23)nc1,2,33,4,0
9048,4j3m_ligand,4j3m,Cc1cc(=O)[nH]c2cc(-c3ccc(C(=O)[O-])cc3Cl)ccc12,2,33,3,0
9276,2zoq_ligand,2zoq,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,33,2,0
9795,6jwa_ligand,6jwa,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,33,2,0
10143,4bnz_ligand,4bnz,Cn1cc(C(=O)Nc2ccccc2)c2ccccc21,2,33,3,1
10456,3t3e_ligand,3t3e,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cl,2,33,1,0
10617,6cki_ligand,6cki,CC1(C)NC(=O)c2ccc(Nc3ccncn3)c(=O)n21,2,33,2,1
10842,6g33_ligand,6g33,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,33,2,0
10895,1gi6_ligand,1gi6,NC(=[NH2+])c1ccc2[nH]c(-c3ccccc3O)cc2c1,2,33,3,0
11111,5oh1_ligand,5oh1,CC[C@]1(c2ccc(N)cc2)CCC(=O)NC1=O,2,33,1,2
11228,3t3h_ligand,3t3h,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1I,2,33,1,0
11457,3syr_ligand,3syr,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1F,2,33,1,0
11710,1hp0_ligand,1hp0,Nc1nccc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,33,2,0
11799,2yer_ligand,2yer,O=c1[nH]nc2cc(CO)c3ccc(-c4ccc[nH]4)cc3n12,2,33,4,0
12207,4mgb_ligand,4mgb,CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,2,33,2,0
12578,3cn0_ligand,3cn0,Cc1cc(/C=C/c2ccccc2)cc(C)c1O,2,33,2,0
12580,3l7b_ligand,3l7b,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H](F)[C@H]2O)c(=O)n1,2,33,1,0
12978,2nv7_ligand,2nv7,O/N=C/c1ccc(-c2ccc(O)cc2)c2ccccc12,2,33,3,0
13246,4bek_ligand,4bek,COc1ccc([C@]2(C)CCSC(=[NH2+])N2)cc1,2,33,1,0
13651,2ajd_ligand,2ajd,O=C([C@@H]1CCC[NH2+]1)N1CCC[C@H]1B(O)O,2,33,0,1
310,4ui5_ligand,4ui5,COc1cccc2c(=O)[nH]c(-c3ccc(C)cc3)nc12,2,34,3,0
396,5ioy_ligand,5ioy,O=C(NCC1CCCC1)N1CCCC1,2,34,0,2
420,3ijz_ligand,3ijz,CC(=O)c1ccc(N2C(=O)c3cccc(C)c3C2=O)cc1,2,34,2,2
724,2q7o_ligand,2q7o,O=c1[nH]cnc2c([C@H]3[NH2+][C@@H](CO)[C@H](O)[C@@H]3O)c[nH]c12,2,34,2,0
782,6gy1_ligand,6gy1,Cc1ccc(S(=O)(=O)c2cc(F)c(O)c3ncccc23)cc1,2,34,3,0
848,4wr8_ligand,4wr8,Oc1ccc(-n2cc(-c3ccc4ccccc4n3)nn2)cc1,2,34,4,0
1743,3b9g_ligand,3b9g,O=c1[nH]cnc2c([C@@H]3[NH2+][C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,2,34,2,0
1771,2ff2_ligand,2ff2,O=c1[nH]cnc2c([C@@H]3[NH2+][C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,2,34,2,0
1945,1jlq_ligand,1jlq,Cc1cc(C)cc(S(=O)(=O)c2cccc(N)c2C#N)c1,2,34,2,0
1947,5mrd_ligand,5mrd,CC1=C(O)C(=O)N(c2nc3ccc(Cl)cc3s2)[C@@H]1c1cccs1,2,34,3,1
1953,4xh6_ligand,4xh6,COc1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O,2,34,3,0
1974,4ui6_ligand,4ui6,COc1cccc2c(=O)[nH]c(-c3ccc(C(F)(F)F)cc3)nc12,2,34,3,0
2228,2obj_ligand,2obj,N#Cc1c(-c2ccccc2)cc(-c2cc(Br)ccc2O)nc1O,2,34,3,0
2245,3uqg_ligand,3uqg,Nc1ncnc2c1cnn2CC1CC[NH2+]CC1,2,34,2,0
2586,5djp_ligand,5djp,O=C([O-])c1cc2c(-c3cccc4ccccc34)cccc2[nH]1,2,34,4,0
2617,1vj5_ligand,1vj5,O=C(Nc1ccc(I)cc1)NC1CCCCC1,2,34,1,2
3196,3vv6_ligand,3vv6,Cn1c(=O)cc([C@H]2C[C@H]2c2ccccc2)[nH]c1=[NH2+],2,34,2,0
3298,2ff1_ligand,2ff1,O=c1[nH]cnc2c([C@@H]3[NH2+][C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,2,34,2,0
3904,3bgp_ligand,3bgp,Nc1nccc(-c2ccc3noc(-c4ccc(Cl)cc4)c3c2)n1,2,34,4,0
4374,1kti_ligand,1kti,CC(=O)NC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,2,34,0,3
4414,5dk4_ligand,5dk4,CNC1=NC(=O)[C@H]([C@H](C)c2c[nH]c3ccccc23)O1,2,34,2,1
5185,4hev_ligand,4hev,O=C(C[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)NO,2,34,0,1
5704,6cjh_ligand,6cjh,c1ccc(-c2[nH]nc3ccc(-c4ccncc4)cc23)cc1,2,34,4,0
5911,2oc4_ligand,2oc4,O=c1[nH]cnc2c([C@@H]3[NH2+][C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,2,34,2,0
6725,6mju_ligand,6mju,O=C(CO)n1ccc2nc3c(Cl)c(Cl)cc(-c4cn[nH]c4)c3c-2c1,2,34,2,0
7004,4jft_ligand,4jft,COc1ccc([C@@H]2[NH2+][C@@H](C)[C@@H](O)[C@H]2O)cc1,2,34,1,0
7040,4y83_ligand,4y83,Nc1ncc(-c2cnc3ccccc3c2)cc1-c1n[nH]c(=S)o1,2,34,4,0
7163,3upz_ligand,3upz,Nc1ncnc2c1cnn2CC1CC[NH2+]CC1,2,34,2,0
7344,2zxa_ligand,2zxa,CC(=O)NC[C@H]1[NH2+][C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,2,34,0,1
7355,4j74_ligand,4j74,CC1=N[C@@H](c2ccc(Cl)cc2)[C@@H](c2ccc(Cl)cc2)N1,2,34,2,0
8174,4bnv_ligand,4bnv,Cn1c(NC(=O)Nc2ccccc2Cl)nc2ccccc21,2,34,3,2
8739,2zxb_ligand,2zxb,O[C@@H]1[C@H](O)[C@H](Cc2ccccc2)[NH2+]C[C@H]1O,2,34,1,0
9917,6m8d_ligand,6m8d,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,2,34,3,0
10035,4zlz_ligand,4zlz,Cc1ccncc1-c1cccc2c(N)c(C(N)=O)nnc12,2,34,3,1
10184,2c4g_ligand,2c4g,CC(=O)N1Cc2[nH]nc(NC(=O)c3ccccc3)c2C1,2,34,2,2
10241,1ek1_ligand,1ek1,O=C(Nc1ccc(I)cc1)NC1CCCCC1,2,34,1,2
11223,3nif_ligand,3nif,CCc1nn2c(=O)cc(N3CC[NH2+]CC3)nc2s1,2,34,2,0
11452,4qxq_ligand,4qxq,Cc1ccc2c(=O)c3cccc(CC(=O)[O-])c3oc2c1C,2,34,3,0
11478,5v8q_ligand,5v8q,CC[C@H]1[C@@H](O)CC(=O)N1c1ccc(C#N)c(C(F)(F)F)c1,2,34,1,1
11640,3zt4_ligand,3zt4,O=C1Cc2ccccc2/C1=C\c1ccc2c(c1C(=O)[O-])OCO2,2,34,2,0
11722,1rt9_ligand,1rt9,O=c1[nH]cnc2c([C@@H]3[NH2+][C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,2,34,2,0
12334,1pf7_ligand,1pf7,O=c1[nH]cnc2c([C@@H]3[NH2+][C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,2,34,2,0
12367,1oiq_ligand,1oiq,CC(=O)Nc1nccc(-c2c(C)[nH]c3cccc[n+]23)n1,2,34,3,1
12722,2oc9_ligand,2oc9,O=c1[nH]cnc2c([C@@H]3[NH2+][C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,2,34,2,0
13143,4qxr_ligand,4qxr,Cc1ccc2c(=O)c3cccc(CC(=O)[O-])c3oc2c1C,2,34,3,0
13827,6npp_ligand,6npp,O=C([O-])c1cccc(C#Cc2ccccc2)c1-n1cccc1,2,34,3,0
13844,2x2l_ligand,2x2l,COc1ccc(/C=C2\C(=O)Nc3ccc(N)cc32)cc1,2,34,2,1
13915,6c9q_ligand,6c9q,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[NH3+])[C@@H](O)[C@H]1O,2,34,2,0
13969,2o2u_ligand,2o2u,N#Cc1c(NC(=O)c2ccccc2F)sc2c1CCCC2,2,34,2,1
198,6m8e_ligand,6m8e,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,2,35,3,0
865,3q3b_ligand,3q3b,Cc1cc(-c2cc(-c3ccccc3)[nH]c(=O)n2)ccc1O,2,35,3,0
893,3d04_ligand,3d04,COc1cc(O)c2c(c1)O[C@H](c1ccc(O)cc1)CC2=O,2,35,2,0
1215,6b7e_ligand,6b7e,CC1(C)OC(=O)c2ccccc2[C@H]1n1cncc1C(F)F,2,35,2,0
1473,3s0j_ligand,3s0j,OC[C@H]1O[C@@H](c2cc(O)c(Cl)cc2O)[C@H](O)[C@@H](O)[C@@H]1O,2,35,1,0
2409,5ktu_ligand,5ktu,CC(=O)N1CCc2[nH]nc(Nc3ccccc3)c2C1,2,35,2,1
2649,3le6_ligand,3le6,Cc1nnc2nc3ccc([N+](=O)[O-])cc3c(-c3ccccc3Cl)nc1-2,2,35,2,0
3578,1o3k_ligand,1o3k,Cc1cc(Br)c(O)c(-c2nc3cc(C(N)=[NH2+])ccc3[nH]2)c1,2,35,3,0
4452,4ah9_ligand,4ah9,c1ccc(-c2nsc(N3CCC[NH2+]CC3)n2)cc1,2,35,2,0
4543,1way_ligand,1way,Clc1ccc(-c2cc(C3CC[NH2+]CC3)[nH]n2)cc1,2,35,2,0
5074,5w5v_ligand,5w5v,CC(C)c1ccc2oc3nc(N)c(C(=O)[O-])cc3c(=O)c2c1,2,35,3,0
5243,3gn7_ligand,3gn7,C[C@@]1(c2nc3cccc(C(N)=O)c3[nH]2)CCC[NH2+]1,2,35,2,1
5335,4ibm_ligand,4ibm,O=C1N=Nc2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc21,2,35,4,1
5473,5lx6_ligand,5lx6,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCC[NH2+]1,2,35,2,1
5512,2gj4_ligand,2gj4,O=C(N[C@@H]1Cc2ccccc2[C@H]1O)c1cc2cc(Cl)sc2[nH]1,2,35,3,1
5841,3fz1_ligand,3fz1,COc1ccc2sc3c(c2c1)NC[C@@H](C[NH3+])NC3=O,2,35,2,1
5854,4o1l_ligand,4o1l,C#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12,2,35,2,0
6329,5fv7_ligand,5fv7,O=c1c2sccc2n(C[C@H]2COc3ccccc3O2)c(=O)n1O,2,35,3,0
6396,3mkn_ligand,3mkn,Nc1ccc([C@@H]2[NH2+][C@H](CO)[C@@H](O)[C@H]2O)cc1N,2,35,1,0
6408,2i4t_ligand,2i4t,Nc1ncnc2c([C@@H]3[NH2+][C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,2,35,2,0
6979,3np7_ligand,3np7,OC[C@H]1O[C@@H](c2cc(O)c(Cl)cc2O)[C@H](O)[C@@H](O)[C@@H]1O,2,35,1,0
7173,4yv0_ligand,4yv0,CN(C(=O)[C@@H]1COc2ccccc2O1)c1ccccc1,2,35,2,1
7614,4uw1_ligand,4uw1,COc1cccc2c1CC(c1ccc(C)cc1)=NC2=O,2,35,2,1
7967,3ccc_ligand,3ccc,Cn1cnc2cc(C#N)c(-c3ccccc3Cl)c(C[NH3+])c21,2,35,3,0
8080,2y54_ligand,2y54,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[NH2+]2)c1ccccc1,2,35,1,0
8089,2xey_ligand,2xey,c1ccc2c(-c3cnc4cnc(-c5cn[nH]c5)cn34)c[nH]c2c1,2,35,5,0
8650,4tjy_ligand,4tjy,C[C@@]1(c2nc3cccc(C(N)=O)c3[nH]2)CCC[NH2+]1,2,35,2,1
9046,6m8c_ligand,6m8c,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,2,35,3,0
9380,4el5_ligand,4el5,C#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(=O)[nH]c1=O,2,35,1,0
9949,4xuc_ligand,4xuc,OC1=CN(c2cccc(-c3ccccc3)c2)C=CC1O,2,35,2,0
10203,3f8w_ligand,3f8w,[NH3+]C1NC=Nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2,35,1,0
10326,3zrm_ligand,3zrm,O=c1[nH]cc(-c2ccc(O)cc2)c2sc(-c3ccncc3)cc12,2,35,4,0
10661,5oae_ligand,5oae,CC(=O)N1CCC(Cc2ccc(F)cc2)CC1,2,35,1,1
11766,2gm9_ligand,2gm9,O=C(N[C@@H]1Cc2ccccc2NC1=O)c1cc2cc(Cl)sc2[nH]1,2,35,3,2
12383,3dcv_ligand,3dcv,Cc1cc(-c2cc(-c3ccccc3)[nH]c(=O)n2)ccc1O,2,35,3,0
12482,4wbo_ligand,4wbo,CC(C)c1ccc2oc3nc(N)c(C(=O)[O-])cc3c(=O)c2c1,2,35,3,0
12843,4l0b_ligand,4l0b,CN(C)c1ccc(-c2cc(=O)c3ccccc3o2)cc1,2,35,3,0
12906,1w1y_ligand,1w1y,O=C1N[C@@H](Cc2ccc(O)cc2)C(=O)N2CCC[C@@H]12,2,35,1,2
13556,5ceh_ligand,5ceh,CC(C)c1c(-c2ccccc2)[nH]c2c(C#N)cnn2c1=O,2,35,3,0
13952,1vjy_ligand,1vjy,Cc1cccc(-c2n[nH]cc2-c2ccc3ncccc3n2)n1,2,35,4,0
13979,3fyk_ligand,3fyk,COc1ccc2sc3c(c2c1)NC[C@@H](C[NH3+])NC3=O,2,35,2,1
14000,3npa_ligand,3npa,OC[C@H]1O[C@@H](c2cc(O)c(Br)cc2O)[C@H](O)[C@@H](O)[C@@H]1O,2,35,1,0
734,5dj5_ligand,5dj5,CC1C=C(O/C=C2/C(=O)O[C@@H]3c4ccccc4C[C@H]23)OC1=O,2,36,1,0
1873,5nvf_ligand,5nvf,O=c1[nH]c(-c2ccc(-c3ccccn3)cc2)nc2ccccc12,2,36,4,0
2087,5xsu_ligand,5xsu,NC(=O)c1cc(F)cc2nc(-c3cc4c(o3)C[NH2+]CC4)[nH]c12,2,36,3,1
2154,1o3h_ligand,1o3h,Cc1cc(Br)c(O)c(-c2cc3cc(C(N)=[NH2+])ccc3[nH]2)c1,2,36,3,0
3875,4y85_ligand,4y85,Nc1nnc(-c2c[nH]c3ncc(-c4c[nH]c5ccccc45)cc23)o1,2,36,5,0
4175,3t3i_ligand,3t3i,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1C(F)(F)F,2,36,1,0
4340,3uza_ligand,3uza,Cc1cc(-c2nnc(N)nc2-c2ccccc2)cc(C)n1,2,36,3,0
4392,6d6u_ligand,6d6u,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,2,36,2,1
4606,3wi6_ligand,3wi6,c1cc2nc(N[C@H]3CCC[NH2+]C3)c3cc[nH]c3n2n1,2,36,3,0
5017,3g0f_ligand,3g0f,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(N)=O,2,36,2,2
6833,5xst_ligand,5xst,NC(=O)c1cc(F)cc2[nH]c(-c3cc4c(s3)CC[NH2+]C4)nc12,2,36,3,1
7407,3oaw_ligand,3oaw,Cc1nc(N)nc2c1nc(-c1cn[nH]c1)c(=O)n2C(C)C,2,36,3,0
7500,3vf9_ligand,3vf9,CC(C)(O)c1ccc2cc(-c3[nH]nc4ccsc34)[nH]c2c1,2,36,4,0
7596,5alj_ligand,5alj,Cc1ccc(Nc2cc(C)c3c(O)cccc3n2)cc1F,2,36,3,0
7631,5luu_ligand,5luu,CCC(=O)N1CCc2[nH]nc(-c3ccccc3)c2C1,2,36,2,1
7686,3b28_ligand,3b28,CSc1nc(N)nc(-c2c(Cl)cc3c4c(cccc24)COC3)n1,2,36,3,0
7776,4bs4_ligand,4bs4,CC(C)c1ccc(-c2cc(=O)c3ccccc3o2)cc1,2,36,3,0
8664,1kr3_ligand,1kr3,CO[C@@H]1O[C@@H](C)Cc2oc3cc(O)c(O)c(C(=O)[O-])c3c(=O)c21,2,36,2,0
9202,2ccs_ligand,2ccs,Oc1cc(O)c(-c2[nH]ncc2N2CC[NH2+]CC2)cc1Cl,2,36,2,0
9740,1rth_ligand,1rth,CCN1c2cc([N+](=O)[O-])ccc2N(C)C(=O)c2cccnc21,2,36,2,1
10214,6b7f_ligand,6b7f,C=Cc1cncn1[C@@H]1c2ccccc2C(=O)OC1(C)C,2,36,2,0
10234,5jdc_ligand,5jdc,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,2,36,2,0
10692,4umr_ligand,4umr,O=C(Nc1ccc2c(c1)C[NH2+]CC2)c1ccc(F)cc1,2,36,2,1
12078,4kzc_ligand,4kzc,CC(=O)Nc1cn2cc(-c3cnc(N)c(C(F)(F)F)c3)ccc2n1,2,36,3,1
12277,6d6t_ligand,6d6t,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,2,36,2,1
12855,3h2m_ligand,3h2m,CN1C[C@@H](CC(C)(C)O)N=C2C(=O)NC(=[NH2+])N=C21,2,36,0,1
13070,3wff_ligand,3wff,O=C1COc2ccc(C3=C(c4ccc(F)cc4F)C(=O)OC3)cc2N1,2,36,2,1
13967,6ej4_ligand,6ej4,Nc1cccc(-c2cnc3[nH]cc(-c4cccnc4)c3c2)c1,2,36,4,0
14041,1lq2_ligand,1lq2,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)c2nc(-c3ccccc3)cn21,2,36,2,0
26,6b1c_ligand,6b1c,Cn1ccc2ccc(-c3cn(-c4ccc(O)c(F)c4)nn3)nc2c1=O,2,37,4,0
403,1yrs_ligand,1yrs,CC(=O)N1N=C(c2ccccc2Cl)C[C@H]1c1cccc(O)c1,2,37,2,1
575,4xue_ligand,4xue,CN1C(c2cccc(-c3ccccc3)c2)=NC=C(O)C1O,2,37,2,0
1154,3fxw_ligand,3fxw,O=C1NCCc2[nH]c(-c3ccnc(-c4ccccc4F)c3)cc21,2,37,3,1
1420,4ql8_ligand,4ql8,CO[C@@H]1C(c2ccc(C#N)c(Cl)c2C)=NN2CC[C@H](O)[C@@H]12,2,37,1,0
2204,6rvf_ligand,6rvf,O=C(Nc1ccccc1)Nc1ccc2c(c1)[B-]([OH2+])([OH2+])OC2,2,37,2,2
2565,5bui_ligand,5bui,Fc1ccc(-c2[nH]nc3c2CN(c2ccccn2)CC3)cc1,2,37,3,0
2651,5whc_ligand,5whc,C[NH+]1CCC(c2noc(-c3ccc(O)cc3)n2)CC1,2,37,2,0
2746,6g6z_ligand,6g6z,CC(=O)NC1[NH2+]N(C(C)=O)[C@](C)(c2ccccc2)S1,2,37,1,2
4618,6db3_ligand,6db3,C[C@]1(NC#N)CCc2ccc(-c3ncnc4[nH]ccc34)cc21,2,37,3,0
4886,6f22_ligand,6f22,c1ccc([C@H]2COCCN2c2ccnc3n[nH]cc23)cc1,2,37,3,0
5431,4pd8_ligand,4pd8,Cc1cc2c([nH]1)NC(=O)N([C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)C2,2,37,1,2
5790,6g6y_ligand,6g6y,CC(=O)NC1[NH2+]N(C(C)=O)[C@](C)(c2ccccc2)S1,2,37,1,2
6516,6qxu_ligand,6qxu,CC(C)(O)c1ccc(-c2nc3c(F)cc(F)cc3c(=O)[nH]2)cc1,2,37,3,0
6674,4wy6_ligand,4wy6,[NH2+]=C1N[C@@]2(c3ccc(F)cc3F)CO[C@@H](CF)C[C@H]2CS1,2,37,1,0
6756,1v0n_ligand,1v0n,O[C@@H]1[C@@H](O)[C@H](O[C@@H]2CC[NH2+]C[C@H]2O)OC[C@H]1O,2,37,0,0
8729,4hbx_ligand,4hbx,CN1Cc2cc(S(=O)(=O)N3CCCC3)ccc2NC1=O,2,37,1,2
8864,1tkx_ligand,1tkx,CC(C)c1c(OC#CC2CC2)c2cc(F)ccc2[nH]c1=O,2,37,2,0
8972,6f23_ligand,6f23,c1ccc([C@H]2CCCN2c2ccnc3[nH]ccc23)cc1,2,37,3,0
9236,4anm_ligand,4anm,O=c1[nH]c(C[N@H+]2CC[C@H](O)C2)nc2c1oc1ccc(Br)cc12,2,37,3,0
10619,5buj_ligand,5buj,O=C1CC(N2CCc3n[nH]c(-c4ccncc4)c3C2)=CC=N1,2,37,2,1
10715,5u62_ligand,5u62,Nc1ncc2n1C[C@H](Cc1cccc3c1OCO3)CC2,2,37,2,0
10932,4ybi_ligand,4ybi,C[C@@]1(c2cc(-c3cncnc3)c(F)cc2F)CCSC(=[NH2+])N1,2,37,2,0
11545,5ccl_ligand,5ccl,O=C1Cc2cc(C(=O)NC3CC[NH2+]CC3)ccc2N1,2,37,1,2
11822,4mga_ligand,4mga,CC(C)(C)CC(C)(C)c1ccc(O)cc1,2,37,1,0
12124,3g90_ligand,3g90,O=C1/C(=N/O)c2cc(F)ccc2N1Cc1cc(F)cc2c1OCOC2,2,37,2,1
13209,2p3g_ligand,2p3g,O=C1NCCc2[nH]c(-c3ccnc(-c4ccccc4F)c3)cc21,2,37,3,1
13293,5al2_ligand,5al2,CC(C)c1ccc([C@@H]2NC(=O)c3cccnc3N2)cc1,2,37,2,1
13423,5kqf_ligand,5kqf,C[C@@]1(c2ccc(F)cc2F)C[C@@H](c2cncnc2)SC(=[NH2+])N1,2,37,2,0
13787,6rvl_ligand,6rvl,[OH2+][B-]1([OH2+])OCc2ccc(NC(=S)Nc3ccccc3)cc21,2,37,2,0
14044,6skc_ligand,6skc,NC(=[NH2+])c1ccc([C@@H]2Cc3ccccc3B([OH2+])O2)cc1,2,37,2,0
71,4rvk_ligand,4rvk,CC(=O)Nc1cccc(-c2cnc3[nH]c4cnc(C#N)cc4c3c2)c1,2,38,4,1
293,2qrh_ligand,2qrh,OC[C@H]1O[C@@]2(CC(c3ccccc3)=NO2)[C@H](O)[C@@H](O)[C@@H]1O,2,38,1,0
859,3tku_ligand,3tku,O=S(=O)(c1cccc2cnccc12)N1CCC[NH2+]CC1,2,38,2,0
864,4qab_ligand,4qab,Nc1nc(-c2ccc(C(F)(F)F)cc2)cc(N2CCOCC2)n1,2,38,2,0
1056,3gwu_ligand,3gwu,C[NH2+][C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,2,38,2,0
1516,3r7q_ligand,3r7q,CN(C(=O)c1cc2c(s1)-c1ccccc1OC2)c1ccccc1Cl,2,38,3,1
1841,6a9o_ligand,6a9o,O=C(Nc1ccc2c(c1)[nH]c(=O)c1ccccc12)c1ccccc1,2,38,4,1
1856,6awo_ligand,6awo,C[NH2+][C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,2,38,2,0
1929,4nxs_ligand,4nxs,OC[C@@H]1[C@H](O)[C@H](O)[C@@H](O)CN1C(=S)Nc1ccc(F)cc1,2,38,1,0
